unique_person_id,geo,unique_id_in_geo,pid,sample_geo,ptotals,rptotals,empl,rempl,page,rpage,psex,rpsex,hid,entity
695,4013010101,304,1,127,1,1,1,1,7,7,2,2,2.01200108514e+12,person
696,4013010101,304,2,127,1,1,1,1,8,8,1,1,2.01200108514e+12,person
697,4013010101,305,1,129,1,1,3,3,9,9,1,1,2.0120010899e+12,person
698,4013010101,305,2,129,1,1,3,3,8,8,2,2,2.0120010899e+12,person
699,4013010101,306,1,600,1,1,3,3,9,9,1,1,2.01200109849e+12,person
700,4013010101,306,2,600,1,1,3,3,9,9,2,2,2.01200109849e+12,person
701,4013010101,307,1,112,1,1,3,3,10,10,1,1,2.01200109903e+12,person
702,4013010101,307,2,112,1,1,3,3,10,10,2,2,2.01200109903e+12,person
703,4013010101,307,3,112,1,1,1,1,7,7,1,1,2.01200109903e+12,person
704,4013010101,308,1,600,1,1,1,1,5,5,1,1,2.01200109938e+12,person
705,4013010101,308,2,600,1,1,4,4,1,1,2,2,2.01200109938e+12,person
706,4013010101,308,3,600,1,1,4,4,1,1,2,2,2.01200109938e+12,person
707,4013010101,308,4,600,1,1,4,4,1,1,2,2,2.01200109938e+12,person
708,4013010101,308,5,600,1,1,3,3,4,4,2,2,2.01200109938e+12,person
709,4013010101,309,1,134,1,1,3,3,9,9,2,2,2.01200110086e+12,person
710,4013010101,309,2,134,1,1,1,1,8,8,1,1,2.01200110086e+12,person
711,4013010101,310,1,203,1,1,3,3,9,9,2,2,2.01200110116e+12,person
712,4013010101,310,2,203,1,1,3,3,10,10,1,1,2.01200110116e+12,person
713,4013010101,311,1,204,1,1,3,3,10,10,1,1,2.01200110612e+12,person
714,4013010101,311,2,204,1,1,3,3,10,10,2,2,2.01200110612e+12,person
715,4013010101,312,1,600,1,1,3,3,10,10,2,2,2.01200111139e+12,person
716,4013010101,313,1,126,1,1,3,3,10,10,1,1,2.01200111386e+12,person
717,4013010101,313,2,126,1,1,3,3,10,10,2,2,2.01200111386e+12,person
718,4013010101,314,1,107,1,1,1,1,6,6,1,1,2.01200111438e+12,person
719,4013010101,314,2,107,1,1,3,3,6,6,2,2,2.01200111438e+12,person
720,4013010101,315,1,115,1,1,3,3,9,9,2,2,2.01200111644e+12,person
721,4013010101,315,2,115,1,1,1,1,10,10,1,1,2.01200111644e+12,person
722,4013010101,316,1,107,1,1,3,3,9,9,1,1,2.01200113505e+12,person
723,4013010101,316,2,107,1,1,3,3,9,9,2,2,2.01200113505e+12,person
724,4013010101,317,1,900,1,1,3,3,9,9,2,2,2.01200113828e+12,person
725,4013010101,318,1,130,1,1,3,3,8,8,2,2,2.01200114187e+12,person
726,4013010101,318,2,130,1,1,3,3,8,8,1,1,2.01200114187e+12,person
727,4013010101,319,1,105,1,1,1,1,8,8,1,1,2.01200114202e+12,person
728,4013010101,320,1,120,1,1,3,3,10,10,1,1,2.01200114826e+12,person
729,4013010101,320,2,120,1,1,3,3,10,10,2,2,2.01200114826e+12,person
730,4013010101,321,1,125,1,1,3,3,10,10,2,2,2.01200114906e+12,person
731,4013010101,321,2,125,1,1,1,1,8,8,1,1,2.01200114906e+12,person
732,4013010101,321,3,125,1,1,1,1,8,8,2,2,2.01200114906e+12,person
733,4013010101,322,1,500,1,1,1,1,7,7,1,1,2.0120011502e+12,person
734,4013010101,322,2,500,1,1,1,1,7,7,2,2,2.0120011502e+12,person
735,4013010101,323,1,129,1,1,1,1,6,6,1,1,2.01200115125e+12,person
736,4013010101,323,2,129,1,1,3,3,5,5,2,2,2.01200115125e+12,person
737,4013010101,323,3,129,1,1,4,4,1,1,1,1,2.01200115125e+12,person
738,4013010101,323,4,129,1,1,4,4,1,1,2,2,2.01200115125e+12,person
739,4013010101,324,1,900,1,1,1,1,9,9,1,1,2.0120011594e+12,person
740,4013010101,324,2,900,1,1,1,1,9,9,2,2,2.0120011594e+12,person
741,4013010101,325,1,130,1,1,3,3,9,9,1,1,2.01200116593e+12,person
742,4013010101,325,2,130,1,1,3,3,8,8,2,2,2.01200116593e+12,person
743,4013010101,326,1,129,1,1,3,3,9,9,1,1,2.0120011741e+12,person
744,4013010101,326,2,129,1,1,3,3,9,9,2,2,2.0120011741e+12,person
745,4013010101,326,3,129,1,1,1,1,7,7,1,1,2.0120011741e+12,person
746,4013010101,326,4,129,1,1,3,3,7,7,2,2,2.0120011741e+12,person
747,4013010101,326,5,129,1,1,3,3,3,3,2,2,2.0120011741e+12,person
748,4013010101,327,1,201,1,1,3,3,7,7,2,2,2.01200117606e+12,person
749,4013010101,327,2,201,1,1,1,1,6,6,2,2,2.01200117606e+12,person
750,4013010101,327,3,201,1,1,4,4,1,1,1,1,2.01200117606e+12,person
751,4013010101,328,1,101,1,1,3,3,10,10,2,2,2.01200118197e+12,person
752,4013010101,328,2,101,1,1,1,1,5,5,2,2,2.01200118197e+12,person
753,4013010101,329,1,800,1,1,1,1,7,7,1,1,2.01200118222e+12,person
754,4013010101,329,2,800,1,1,3,3,5,5,2,2,2.01200118222e+12,person
755,4013010101,329,3,800,1,1,4,4,1,1,2,2,2.01200118222e+12,person
756,4013010101,330,1,118,1,1,1,1,8,8,1,1,2.01200118265e+12,person
757,4013010101,330,2,118,1,1,3,3,8,8,2,2,2.01200118265e+12,person
758,4013010101,331,1,400,1,1,1,1,8,8,2,2,2.01200118502e+12,person
759,4013010101,332,1,805,1,1,3,3,10,10,2,2,2.01200118507e+12,person
760,4013010101,332,2,805,1,1,3,3,10,10,1,1,2.01200118507e+12,person
761,4013010101,333,1,110,1,1,1,1,7,7,1,1,2.01200119883e+12,person
762,4013010101,334,1,207,1,1,1,1,7,7,1,1,2.01200120378e+12,person
763,4013010101,335,1,800,1,1,1,1,7,7,1,1,2.01200120924e+12,person
764,4013010101,335,2,800,1,1,1,1,7,7,2,2,2.01200120924e+12,person
765,4013010101,335,3,800,1,1,3,3,3,3,1,1,2.01200120924e+12,person
766,4013010101,336,1,132,1,1,3,3,9,9,1,1,2.01200121879e+12,person
767,4013010101,336,2,132,1,1,3,3,9,9,2,2,2.01200121879e+12,person
768,4013010101,337,1,206,1,1,3,3,10,10,1,1,2.01200122057e+12,person
769,4013010101,337,2,206,1,1,3,3,9,9,2,2,2.01200122057e+12,person
770,4013010101,338,1,108,1,1,1,1,6,6,1,1,2.01200122136e+12,person
771,4013010101,339,1,803,1,1,1,1,8,8,1,1,2.01200122426e+12,person
772,4013010101,340,1,400,1,1,3,3,10,10,2,2,2.01200122503e+12,person
773,4013010101,340,2,400,1,1,3,3,10,10,1,1,2.01200122503e+12,person
774,4013010101,341,1,108,1,1,1,1,9,9,1,1,2.01200122795e+12,person
775,4013010101,341,2,108,1,1,1,1,7,7,1,1,2.01200122795e+12,person
776,4013010101,342,1,201,1,1,3,3,10,10,1,1,2.01200123089e+12,person
777,4013010101,343,1,110,1,1,3,3,9,9,2,2,2.01200123273e+12,person
778,4013010101,343,2,110,1,1,3,3,8,8,1,1,2.01200123273e+12,person
779,4013010101,344,1,102,1,1,1,1,10,10,1,1,2.01200123909e+12,person
780,4013010101,344,2,102,1,1,3,3,10,10,2,2,2.01200123909e+12,person
781,4013010101,345,1,300,1,1,3,3,9,9,1,1,2.01200124111e+12,person
782,4013010101,345,2,300,1,1,3,3,7,7,2,2,2.01200124111e+12,person
783,4013010101,345,3,300,1,1,3,3,3,3,1,1,2.01200124111e+12,person
784,4013010101,345,4,300,1,1,3,3,3,3,1,1,2.01200124111e+12,person
785,4013010101,345,5,300,1,1,4,4,2,2,2,2,2.01200124111e+12,person
786,4013010101,345,6,300,1,1,4,4,2,2,2,2,2.01200124111e+12,person
787,4013010101,346,1,127,1,1,3,3,10,10,1,1,2.0120012423e+12,person
788,4013010101,346,2,127,1,1,3,3,10,10,2,2,2.0120012423e+12,person
789,4013010101,347,1,805,1,1,1,1,7,7,1,1,2.01200124484e+12,person
790,4013010101,347,2,805,1,1,1,1,7,7,2,2,2.01200124484e+12,person
791,4013010101,348,1,128,1,1,1,1,9,9,1,1,2.01200124559e+12,person
792,4013010101,348,2,128,1,1,1,1,9,9,2,2,2.01200124559e+12,person
793,4013010101,349,1,101,1,1,1,1,7,7,1,1,2.01200124631e+12,person
794,4013010101,349,2,101,1,1,3,3,7,7,2,2,2.01200124631e+12,person
795,4013010101,350,1,130,1,1,3,3,10,10,2,2,2.01200125094e+12,person
796,4013010101,351,1,206,1,1,1,1,6,6,2,2,2.01200125134e+12,person
797,4013010101,351,2,206,1,1,1,1,6,6,1,1,2.01200125134e+12,person
798,4013010101,351,3,206,1,1,4,4,2,2,2,2,2.01200125134e+12,person
799,4013010101,351,4,206,1,1,4,4,1,1,1,1,2.01200125134e+12,person
800,4013010101,352,1,202,1,1,3,3,10,10,1,1,2.01200125388e+12,person
801,4013010101,352,2,202,1,1,3,3,8,8,2,2,2.01200125388e+12,person
802,4013010101,353,1,201,1,1,3,3,9,9,2,2,2.01200125476e+12,person
803,4013010101,354,1,111,1,1,3,3,10,10,2,2,2.01200126752e+12,person
804,4013010101,355,1,204,1,1,3,3,9,9,1,1,2.01200126984e+12,person
805,4013010101,355,2,204,1,1,3,3,9,9,2,2,2.01200126984e+12,person
806,4013010101,356,1,102,1,1,1,1,7,7,1,1,2.01200126992e+12,person
807,4013010101,356,2,102,1,1,3,3,7,7,2,2,2.01200126992e+12,person
808,4013010101,357,1,131,1,1,3,3,9,9,1,1,2.01200127221e+12,person
809,4013010101,357,2,131,1,1,1,1,8,8,2,2,2.01200127221e+12,person
810,4013010101,358,1,206,1,1,1,1,6,6,1,1,2.01200128372e+12,person
811,4013010101,359,1,102,1,1,3,3,10,10,2,2,2.01200128503e+12,person
812,4013010101,359,2,102,1,1,3,3,10,10,1,1,2.01200128503e+12,person
813,4013010101,360,1,807,1,1,3,3,9,9,2,2,2.01200128793e+12,person
814,4013010101,360,2,807,1,1,3,3,9,9,1,1,2.01200128793e+12,person
815,4013010101,361,1,108,1,1,1,1,7,7,1,1,2.01200129876e+12,person
816,4013010101,361,2,108,1,1,3,3,6,6,2,2,2.01200129876e+12,person
817,4013010101,361,3,108,1,1,4,4,1,1,1,1,2.01200129876e+12,person
818,4013010101,361,4,108,1,1,4,4,1,1,2,2,2.01200129876e+12,person
819,4013010101,362,1,102,1,1,3,3,9,9,1,1,2.0120012992e+12,person
820,4013010101,362,2,102,1,1,3,3,9,9,2,2,2.0120012992e+12,person
821,4013010101,363,1,130,1,1,3,3,9,9,1,1,2.01200130174e+12,person
822,4013010101,363,2,130,1,1,3,3,9,9,2,2,2.01200130174e+12,person
823,4013010101,364,1,203,1,1,3,3,9,9,1,1,2.01200131336e+12,person
824,4013010101,364,2,203,1,1,3,3,9,9,2,2,2.01200131336e+12,person
825,4013010101,365,1,126,1,1,3,3,8,8,2,2,2.01200131374e+12,person
826,4013010101,365,2,126,1,1,3,3,9,9,1,1,2.01200131374e+12,person
827,4013010101,366,1,203,1,1,3,3,6,6,2,2,2.01200131788e+12,person
828,4013010101,366,2,203,1,1,4,4,1,1,2,2,2.01200131788e+12,person
829,4013010101,366,3,203,1,1,4,4,1,1,2,2,2.01200131788e+12,person
830,4013010101,367,1,134,1,1,1,1,5,5,1,1,2.01200132371e+12,person
831,4013010101,367,2,134,1,1,3,3,4,4,2,2,2.01200132371e+12,person
832,4013010101,367,3,134,1,1,4,4,1,1,1,1,2.01200132371e+12,person
833,4013010101,367,4,134,1,1,4,4,1,1,2,2,2.01200132371e+12,person
834,4013010101,368,1,127,1,1,1,1,8,8,1,1,2.0120013318e+12,person
835,4013010101,368,2,127,1,1,1,1,7,7,2,2,2.0120013318e+12,person
836,4013010101,369,1,114,1,1,3,3,8,8,2,2,2.01200134786e+12,person
837,4013010101,370,1,300,1,1,1,1,8,8,2,2,2.0120013548e+12,person
838,4013010101,371,1,114,1,1,1,1,8,8,2,2,2.01200135538e+12,person
839,4013010101,371,2,114,1,1,1,1,8,8,1,1,2.01200135538e+12,person
840,4013010101,372,1,803,1,1,1,1,8,8,1,1,2.01200135601e+12,person
841,4013010101,372,2,803,1,1,3,3,7,7,2,2,2.01200135601e+12,person
842,4013010101,373,1,807,1,1,3,3,9,9,1,1,2.01200135696e+12,person
843,4013010101,373,2,807,1,1,3,3,9,9,1,1,2.01200135696e+12,person
844,4013010101,373,3,807,1,1,1,1,8,8,1,1,2.01200135696e+12,person
845,4013010101,374,1,104,1,1,3,3,10,10,1,1,2.01200136569e+12,person
846,4013010101,374,2,104,1,1,3,3,10,10,2,2,2.01200136569e+12,person
847,4013010101,375,1,208,1,1,1,1,6,6,2,2,2.01200136597e+12,person
848,4013010101,375,2,208,1,1,1,1,6,6,1,1,2.01200136597e+12,person
849,4013010101,375,3,208,1,1,4,4,1,1,2,2,2.01200136597e+12,person
850,4013010101,375,4,208,1,1,4,4,2,2,2,2,2.01200136597e+12,person
851,4013010101,376,1,124,1,1,1,1,9,9,1,1,2.01200137892e+12,person
852,4013010101,376,2,124,1,1,3,3,10,10,2,2,2.01200137892e+12,person
853,4013010101,377,1,114,1,1,3,3,9,9,1,1,2.01200138437e+12,person
854,4013010101,377,2,114,1,1,3,3,8,8,2,2,2.01200138437e+12,person
855,4013010101,378,1,107,1,1,1,1,9,9,1,1,2.01200138865e+12,person
856,4013010101,378,2,107,1,1,3,3,9,9,2,2,2.01200138865e+12,person
857,4013010101,379,1,112,1,1,3,3,10,10,1,1,2.01200139018e+12,person
858,4013010101,379,2,112,1,1,3,3,9,9,2,2,2.01200139018e+12,person
859,4013010101,380,1,134,1,1,1,1,10,10,2,2,2.01200139021e+12,person
860,4013010101,380,2,134,1,1,3,3,10,10,1,1,2.01200139021e+12,person
861,4013010101,381,1,108,1,1,1,1,5,5,2,2,2.01200139293e+12,person
862,4013010101,382,1,122,1,1,1,1,5,5,1,1,2.01200139344e+12,person
863,4013010101,383,1,807,1,1,3,3,10,10,1,1,2.01200139423e+12,person
864,4013010101,383,2,807,1,1,3,3,9,9,2,2,2.01200139423e+12,person
865,4013010101,384,1,115,1,1,1,1,5,5,2,2,2.01200139584e+12,person
866,4013010101,384,2,115,1,1,1,1,6,6,1,1,2.01200139584e+12,person
867,4013010101,385,1,805,1,1,3,3,9,9,1,1,2.01200139625e+12,person
868,4013010101,385,2,805,1,1,3,3,8,8,2,2,2.01200139625e+12,person
869,4013010101,386,1,106,1,1,1,1,6,6,1,1,2.01200139893e+12,person
870,4013010101,386,2,106,1,1,3,3,7,7,2,2,2.01200139893e+12,person
871,4013010101,386,3,106,1,1,4,4,2,2,1,1,2.01200139893e+12,person
872,4013010101,386,4,106,1,1,4,4,2,2,1,1,2.01200139893e+12,person
873,4013010101,387,1,807,1,1,3,3,10,10,1,1,2.01200140578e+12,person
874,4013010101,388,1,114,1,1,1,1,8,8,2,2,2.01200140635e+12,person
875,4013010101,388,2,114,1,1,3,3,9,9,1,1,2.01200140635e+12,person
876,4013010101,389,1,208,1,1,3,3,9,9,2,2,2.0120014098e+12,person
877,4013010101,389,2,208,1,1,3,3,10,10,1,1,2.0120014098e+12,person
878,4013010101,389,3,208,1,1,3,3,7,7,2,2,2.0120014098e+12,person
879,4013010101,389,4,208,1,1,4,4,2,2,1,1,2.0120014098e+12,person
880,4013010101,390,1,130,1,1,3,3,9,9,1,1,2.01200141784e+12,person
881,4013010101,390,2,130,1,1,3,3,9,9,2,2,2.01200141784e+12,person
882,4013010101,391,1,300,1,1,3,3,7,7,2,2,2.01200141982e+12,person
883,4013010101,391,2,300,1,1,3,3,7,7,1,1,2.01200141982e+12,person
884,4013010101,391,3,300,1,1,3,3,3,3,2,2,2.01200141982e+12,person
885,4013010101,392,1,102,1,1,1,1,9,9,1,1,2.01200142364e+12,person
886,4013010101,392,2,102,1,1,3,3,8,8,2,2,2.01200142364e+12,person
887,4013010101,393,1,107,1,1,3,3,10,10,2,2,2.01200142512e+12,person
888,4013010101,394,1,110,1,1,3,3,7,7,1,1,2.01200142767e+12,person
889,4013010101,395,1,300,1,1,1,1,6,6,1,1,2.01200143432e+12,person
890,4013010101,395,2,300,1,1,1,1,6,6,2,2,2.01200143432e+12,person
891,4013010101,395,3,300,1,1,4,4,2,2,2,2,2.01200143432e+12,person
892,4013010101,396,1,134,1,1,3,3,9,9,2,2,2.01200143603e+12,person
893,4013010101,396,2,134,1,1,3,3,9,9,1,1,2.01200143603e+12,person
894,4013010101,397,1,900,1,1,3,3,9,9,1,1,2.01200143753e+12,person
895,4013010101,397,2,900,1,1,1,1,8,8,2,2,2.01200143753e+12,person
896,4013010101,398,1,807,1,1,3,3,10,10,1,1,2.01200143799e+12,person
897,4013010101,398,2,807,1,1,3,3,10,10,2,2,2.01200143799e+12,person
898,4013010101,399,1,400,1,1,3,3,9,9,1,1,2.01200144464e+12,person
899,4013010101,399,2,400,1,1,3,3,9,9,2,2,2.01200144464e+12,person
900,4013010101,400,1,102,1,1,3,3,9,9,1,1,2.01200145164e+12,person
901,4013010101,400,2,102,1,1,3,3,8,8,2,2,2.01200145164e+12,person
902,4013010101,401,1,101,1,1,3,3,9,9,1,1,2.01200145304e+12,person
903,4013010101,401,2,101,1,1,3,3,8,8,2,2,2.01200145304e+12,person
904,4013010101,402,1,500,1,1,3,3,10,10,1,1,2.01200145328e+12,person
905,4013010101,402,2,500,1,1,3,3,9,9,2,2,2.01200145328e+12,person
906,4013010101,403,1,127,1,1,3,3,10,10,2,2,2.0120014648e+12,person
907,4013010101,404,1,115,1,1,3,3,10,10,2,2,2.01200146534e+12,person
908,4013010101,405,1,110,1,1,1,1,6,6,1,1,2.01200146551e+12,person
909,4013010101,405,2,110,1,1,1,1,6,6,1,1,2.01200146551e+12,person
910,4013010101,406,1,107,1,1,3,3,10,10,2,2,2.01200146716e+12,person
911,4013010101,407,1,207,1,1,1,1,6,6,1,1,2.01200146805e+12,person
912,4013010101,407,2,207,1,1,4,4,2,2,1,1,2.01200146805e+12,person
913,4013010101,407,3,207,1,1,4,4,2,2,1,1,2.01200146805e+12,person
914,4013010101,407,4,207,1,1,4,4,1,1,1,1,2.01200146805e+12,person
915,4013010101,407,5,207,1,1,4,4,1,1,2,2,2.01200146805e+12,person
916,4013010101,407,6,207,1,1,3,3,6,6,2,2,2.01200146805e+12,person
917,4013010101,408,1,130,1,1,1,1,7,7,1,1,2.01200147224e+12,person
918,4013010101,408,2,130,1,1,3,3,7,7,2,2,2.01200147224e+12,person
919,4013010101,408,3,130,1,1,1,1,3,3,2,2,2.01200147224e+12,person
920,4013010101,408,4,130,1,1,3,3,3,3,2,2,2.01200147224e+12,person
921,4013010101,409,1,117,1,1,1,1,6,6,1,1,2.01200147606e+12,person
922,4013010101,409,2,117,1,1,3,3,5,5,2,2,2.01200147606e+12,person
923,4013010101,409,3,117,1,1,4,4,1,1,1,1,2.01200147606e+12,person
924,4013010101,409,4,117,1,1,4,4,1,1,1,1,2.01200147606e+12,person
925,4013010101,410,1,201,1,1,1,1,7,7,2,2,2.01200148279e+12,person
926,4013010101,410,2,201,1,1,3,3,4,4,2,2,2.01200148279e+12,person
927,4013010101,410,3,201,1,1,3,3,3,3,2,2,2.01200148279e+12,person
928,4013010101,410,4,201,1,1,3,3,4,4,2,2,2.01200148279e+12,person
929,4013010101,411,1,117,1,1,1,1,8,8,1,1,2.01200148695e+12,person
930,4013010101,412,1,125,1,1,3,3,8,8,1,1,2.01200148755e+12,person
931,4013010101,412,2,125,1,1,3,3,8,8,2,2,2.01200148755e+12,person
932,4013010101,413,1,133,1,1,1,1,6,6,2,2,2.01200148932e+12,person
933,4013010101,413,2,133,1,1,4,4,2,2,1,1,2.01200148932e+12,person
934,4013010101,413,3,133,1,1,3,3,9,9,2,2,2.01200148932e+12,person
935,4013010101,413,4,133,1,1,3,3,9,9,1,1,2.01200148932e+12,person
936,4013010101,414,1,117,1,1,3,3,10,10,2,2,2.01200149373e+12,person
937,4013010101,414,2,117,1,1,3,3,10,10,1,1,2.01200149373e+12,person
938,4013010101,415,1,117,1,1,1,1,9,9,1,1,2.01300000545e+12,person
939,4013010101,415,2,117,1,1,3,3,9,9,2,2,2.01300000545e+12,person
940,4013010101,416,1,130,1,1,3,3,8,8,2,2,2.01300000684e+12,person
941,4013010101,416,2,130,1,1,3,3,9,9,1,1,2.01300000684e+12,person
942,4013010101,417,1,800,1,1,3,3,9,9,2,2,2.01300002366e+12,person
943,4013010101,417,2,800,1,1,3,3,9,9,1,1,2.01300002366e+12,person
944,4013010101,418,1,129,1,1,1,1,5,5,2,2,2.0130000346e+12,person
945,4013010101,418,2,129,1,1,3,3,5,5,1,1,2.0130000346e+12,person
946,4013010101,418,3,129,1,1,4,4,1,1,1,1,2.0130000346e+12,person
947,4013010101,418,4,129,1,1,4,4,1,1,1,1,2.0130000346e+12,person
948,4013010101,419,1,108,1,1,3,3,9,9,1,1,2.01300003983e+12,person
949,4013010101,419,2,108,1,1,3,3,9,9,2,2,2.01300003983e+12,person
950,4013010101,420,1,101,1,1,1,1,5,5,2,2,2.01300004161e+12,person
951,4013010101,420,2,101,1,1,1,1,5,5,1,1,2.01300004161e+12,person
952,4013010101,420,3,101,1,1,4,4,2,2,1,1,2.01300004161e+12,person
953,4013010101,420,4,101,1,1,4,4,1,1,2,2,2.01300004161e+12,person
954,4013010101,420,5,101,1,1,4,4,1,1,1,1,2.01300004161e+12,person
955,4013010101,421,1,807,1,1,3,3,9,9,1,1,2.01300004187e+12,person
956,4013010101,421,2,807,1,1,3,3,9,9,2,2,2.01300004187e+12,person
957,4013010101,422,1,500,1,1,1,1,8,8,1,1,2.01300004593e+12,person
958,4013010101,422,2,500,1,1,3,3,8,8,2,2,2.01300004593e+12,person
959,4013010101,423,1,102,1,1,1,1,8,8,1,1,2.01300005245e+12,person
960,4013010101,424,1,201,1,1,2,2,9,9,1,1,2.01300005746e+12,person
961,4013010101,424,2,201,1,1,1,1,8,8,2,2,2.01300005746e+12,person
962,4013010101,425,1,204,1,1,3,3,8,8,2,2,2.01300006005e+12,person
963,4013010101,425,2,204,1,1,3,3,8,8,1,1,2.01300006005e+12,person
964,4013010101,426,1,600,1,1,1,1,9,9,1,1,2.01300006262e+12,person
965,4013010101,426,2,600,1,1,3,3,10,10,2,2,2.01300006262e+12,person
966,4013010101,427,1,106,1,1,3,3,5,5,2,2,2.01300007471e+12,person
967,4013010101,427,2,106,1,1,1,1,6,6,1,1,2.01300007471e+12,person
968,4013010101,427,3,106,1,1,4,4,1,1,1,1,2.01300007471e+12,person
969,4013010101,428,1,104,1,1,3,3,9,9,1,1,2.01300007606e+12,person
970,4013010101,428,2,104,1,1,3,3,10,10,2,2,2.01300007606e+12,person
971,4013010101,429,1,700,1,1,3,3,9,9,2,2,2.01300008659e+12,person
972,4013010101,429,2,700,1,1,3,3,9,9,1,1,2.01300008659e+12,person
973,4013010101,430,1,300,1,1,1,1,6,6,2,2,2.01300008704e+12,person
974,4013010101,430,2,300,1,1,4,4,2,2,2,2,2.01300008704e+12,person
975,4013010101,430,3,300,1,1,4,4,1,1,1,1,2.01300008704e+12,person
976,4013010101,431,1,107,1,1,3,3,9,9,1,1,2.01300009109e+12,person
977,4013010101,432,1,113,1,1,3,3,7,7,2,2,2.0130000913e+12,person
978,4013010101,432,2,113,1,1,3,3,7,7,1,1,2.0130000913e+12,person
979,4013010101,433,1,205,1,1,3,3,9,9,1,1,2.01300009668e+12,person
980,4013010101,433,2,205,1,1,3,3,9,9,2,2,2.01300009668e+12,person
981,4013010101,434,1,206,1,1,1,1,7,7,1,1,2.0130000972e+12,person
982,4013010101,435,1,128,1,1,3,3,10,10,1,1,2.01300010248e+12,person
983,4013010101,435,2,128,1,1,3,3,10,10,2,2,2.01300010248e+12,person
984,4013010101,435,3,128,1,1,3,3,9,9,2,2,2.01300010248e+12,person
985,4013010101,436,1,113,1,1,1,1,9,9,2,2,2.0130001026e+12,person
986,4013010101,436,2,113,1,1,1,1,8,8,2,2,2.0130001026e+12,person
987,4013010101,437,1,130,1,1,3,3,10,10,1,1,2.01300011168e+12,person
988,4013010101,437,2,130,1,1,3,3,9,9,2,2,2.01300011168e+12,person
989,4013010101,438,1,500,1,1,3,3,9,9,1,1,2.01300011474e+12,person
990,4013010101,439,1,600,1,1,3,3,10,10,1,1,2.01300011481e+12,person
991,4013010101,440,1,109,1,1,3,3,9,9,2,2,2.01300011845e+12,person
992,4013010101,441,1,108,1,1,1,1,6,6,1,1,2.01300013128e+12,person
993,4013010101,441,2,108,1,1,3,3,6,6,2,2,2.01300013128e+12,person
994,4013010101,441,3,108,1,1,4,4,2,2,2,2,2.01300013128e+12,person
995,4013010101,441,4,108,1,1,4,4,1,1,1,1,2.01300013128e+12,person
996,4013010101,442,1,109,1,1,3,3,10,10,1,1,2.01300013298e+12,person
997,4013010101,442,2,109,1,1,3,3,10,10,2,2,2.01300013298e+12,person
998,4013010101,443,1,112,1,1,3,3,9,9,2,2,2.0130001429e+12,person
999,4013010101,444,1,107,1,1,3,3,10,10,2,2,2.01300014377e+12,person
1000,4013010101,445,1,120,1,1,1,1,6,6,2,2,2.01300014454e+12,person
1001,4013010101,445,2,120,1,1,3,3,3,3,1,1,2.01300014454e+12,person
1002,4013010101,445,3,120,1,1,1,1,7,7,1,1,2.01300014454e+12,person
1003,4013010101,446,1,113,1,1,1,1,8,8,2,2,2.01300014612e+12,person
1004,4013010101,446,2,113,1,1,1,1,7,7,2,2,2.01300014612e+12,person
1005,4013010101,447,1,102,1,1,1,1,6,6,1,1,2.01300014723e+12,person
1006,4013010101,447,2,102,1,1,1,1,6,6,2,2,2.01300014723e+12,person
1007,4013010101,447,3,102,1,1,4,4,1,1,1,1,2.01300014723e+12,person
1008,4013010101,448,1,205,1,1,3,3,9,9,2,2,2.0130001473e+12,person
1009,4013010101,449,1,205,1,1,1,1,5,5,1,1,2.01300014916e+12,person
1010,4013010101,450,1,500,1,1,1,1,10,10,1,1,2.01300016391e+12,person
1011,4013010101,450,2,500,1,1,3,3,10,10,2,2,2.01300016391e+12,person
1012,4013010101,451,1,700,1,1,1,1,8,8,2,2,2.01300016637e+12,person
1013,4013010101,452,1,109,1,1,3,3,9,9,1,1,2.01300016769e+12,person
1014,4013010101,452,2,109,1,1,3,3,8,8,2,2,2.01300016769e+12,person
1015,4013010101,453,1,108,1,1,1,1,6,6,2,2,2.01300017182e+12,person
1016,4013010101,453,2,108,1,1,1,1,6,6,1,1,2.01300017182e+12,person
1017,4013010101,453,3,108,1,1,4,4,1,1,1,1,2.01300017182e+12,person
1018,4013010101,453,4,108,1,1,4,4,1,1,1,1,2.01300017182e+12,person
1019,4013010101,454,1,123,1,1,3,3,9,9,1,1,2.01300017836e+12,person
1020,4013010101,454,2,123,1,1,3,3,8,8,2,2,2.01300017836e+12,person
1021,4013010101,454,3,123,1,1,3,3,6,6,2,2,2.01300017836e+12,person
1022,4013010101,454,4,123,1,1,4,4,1,1,2,2,2.01300017836e+12,person
1023,4013010101,454,5,123,1,1,4,4,1,1,1,1,2.01300017836e+12,person
1024,4013010101,454,6,123,1,1,1,1,6,6,1,1,2.01300017836e+12,person
1025,4013010101,455,1,132,1,1,1,1,9,9,1,1,2.01300018138e+12,person
1026,4013010101,455,2,132,1,1,3,3,9,9,2,2,2.01300018138e+12,person
1027,4013010101,456,1,131,1,1,3,3,6,6,2,2,2.01300018362e+12,person
1028,4013010101,456,2,131,1,1,1,1,6,6,1,1,2.01300018362e+12,person
1029,4013010101,456,3,131,1,1,3,3,3,3,2,2,2.01300018362e+12,person
1030,4013010101,456,4,131,1,1,4,4,2,2,1,1,2.01300018362e+12,person
1031,4013010101,457,1,206,1,1,1,1,9,9,1,1,2.01300019086e+12,person
1032,4013010101,457,2,206,1,1,3,3,9,9,2,2,2.01300019086e+12,person
1033,4013010101,457,3,206,1,1,1,1,6,6,1,1,2.01300019086e+12,person
