unique_housing_id,hid,geo,unique_id_in_geo,sample_geo,hhtotals,hinc,hsize,hhrtotals,rhinc,rhsize,entity,gqrtotals,gqtotals
932,1060877,4013010101,933,101,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
933,1060897,4013010101,934,132,1.0,3.0,4.0,1.0,3.0,4.0,household,0.0,0.0
934,1060972,4013010101,935,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
935,1061008,4013010101,936,116,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
936,1061009,4013010101,937,803,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
937,1061255,4013010101,938,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
938,1061287,4013010101,939,205,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
939,1061309,4013010101,940,131,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
940,1061547,4013010101,941,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
941,1061593,4013010101,942,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
942,1061664,4013010101,943,201,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
943,1061685,4013010101,944,131,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
944,1061724,4013010101,945,206,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
945,1061928,4013010101,946,105,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
946,1061939,4013010101,947,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
947,1062069,4013010101,948,124,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
948,1062196,4013010101,949,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
949,1062208,4013010101,950,126,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
950,1062221,4013010101,951,206,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
951,1062337,4013010101,952,124,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
952,1062341,4013010101,953,117,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
953,1062386,4013010101,954,134,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
954,1062531,4013010101,955,102,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
955,1062602,4013010101,956,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
956,1062767,4013010101,957,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
957,1062785,4013010101,958,206,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
958,1062841,4013010101,959,202,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
959,1062929,4013010101,960,205,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
960,1062932,4013010101,961,900,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
961,1062954,4013010101,962,101,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
962,1062982,4013010101,963,109,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
963,1063051,4013010101,964,127,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
964,1063116,4013010101,965,204,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
965,1063209,4013010101,966,203,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
966,1063240,4013010101,967,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
967,1063420,4013010101,968,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
968,1063493,4013010101,969,206,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
969,1063497,4013010101,970,800,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
970,1063514,4013010101,971,114,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
971,1063518,4013010101,972,129,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
972,1063550,4013010101,973,803,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
973,1063629,4013010101,974,800,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
974,1063712,4013010101,975,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
975,1063758,4013010101,976,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
976,1063758,4013010101,977,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
977,1063825,4013010101,978,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
978,1063850,4013010101,979,131,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
979,1063856,4013010101,980,112,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
980,1063877,4013010101,981,109,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
981,1063915,4013010101,982,128,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
982,1064134,4013010101,983,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
983,1064136,4013010101,984,600,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
984,1064161,4013010101,985,133,1.0,5.0,6.0,1.0,5.0,6.0,household,0.0,0.0
985,1064166,4013010101,986,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
986,1064183,4013010101,987,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
987,1064196,4013010101,988,115,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
988,1064439,4013010101,989,101,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
989,1064448,4013010101,990,900,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
990,1064478,4013010101,991,807,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
991,1064567,4013010101,992,102,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
992,1064592,4013010101,993,101,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
993,1064646,4013010101,994,207,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
994,1064751,4013010101,995,209,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
995,1064848,4013010101,996,113,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
996,1064852,4013010101,997,131,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
997,1064925,4013010101,998,118,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
998,1064937,4013010101,999,129,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
999,1064975,4013010101,1000,113,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1000,1064978,4013010101,1001,209,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1001,1065180,4013010101,1002,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1002,1065376,4013010101,1003,206,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1003,1065596,4013010101,1004,115,1.0,3.0,3.0,1.0,3.0,3.0,household,0.0,0.0
1004,1065639,4013010101,1005,108,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1005,1065648,4013010101,1006,109,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1006,1065785,4013010101,1007,131,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1007,1065890,4013010101,1008,600,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1008,1065977,4013010101,1009,108,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1009,1065987,4013010101,1010,108,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1010,1065994,4013010101,1011,126,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1011,1066003,4013010101,1012,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1012,1066070,4013010101,1013,127,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1013,1066091,4013010101,1014,131,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1014,1066119,4013010101,1015,205,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1015,1066213,4013010101,1016,110,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1016,1066242,4013010101,1017,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1017,1066358,4013010101,1018,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1018,1066370,4013010101,1019,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1019,1066501,4013010101,1020,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1020,1066522,4013010101,1021,204,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1021,1066582,4013010101,1022,117,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1022,1066630,4013010101,1023,207,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1023,1066644,4013010101,1024,400,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1024,1066657,4013010101,1025,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1025,1066724,4013010101,1026,205,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1026,1066762,4013010101,1027,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1027,1066882,4013010101,1028,133,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1028,1066936,4013010101,1029,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1029,1066968,4013010101,1030,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1030,1067162,4013010101,1031,803,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1031,1067209,4013010101,1032,209,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1032,1067242,4013010101,1033,900,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1033,1067252,4013010101,1034,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1034,1067264,4013010101,1035,128,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1035,1067280,4013010101,1036,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1036,1067317,4013010101,1037,116,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1037,1067326,4013010101,1038,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1038,1067352,4013010101,1039,113,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1039,1067357,4013010101,1040,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1040,1067388,4013010101,1041,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1041,1067394,4013010101,1042,100,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1042,1067455,4013010101,1043,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1043,1067574,4013010101,1044,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1044,1067575,4013010101,1045,120,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1045,1067598,4013010101,1046,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1046,1067638,4013010101,1047,126,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1047,1067648,4013010101,1048,112,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1048,1067651,4013010101,1049,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1049,1067654,4013010101,1050,129,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1050,1067813,4013010101,1051,128,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
1051,1068041,4013010101,1052,400,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1052,1068258,4013010101,1053,134,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1053,1068332,4013010101,1054,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1054,1068332,4013010101,1055,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1055,1068399,4013010101,1056,117,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1056,1068523,4013010101,1057,124,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1057,1068640,4013010101,1058,109,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1058,1068668,4013010101,1059,800,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1059,1068734,4013010101,1060,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1060,1068827,4013010101,1061,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1061,1068843,4013010101,1062,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1062,1068938,4013010101,1063,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1063,1068975,4013010101,1064,102,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1064,1069026,4013010101,1065,300,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1065,1069047,4013010101,1066,201,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1066,1069074,4013010101,1067,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1067,1069143,4013010101,1068,400,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1068,1069175,4013010101,1069,129,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1069,1069240,4013010101,1070,203,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1070,1069269,4013010101,1071,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1071,1069318,4013010101,1072,115,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1072,1069331,4013010101,1073,107,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
1073,1069427,4013010101,1074,202,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1074,1069469,4013010101,1075,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1075,1069486,4013010101,1076,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1076,1069612,4013010101,1077,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1077,1069746,4013010101,1078,116,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1078,1069777,4013010101,1079,115,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1079,1069904,4013010101,1080,113,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1080,1069916,4013010101,1081,132,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1081,1070044,4013010101,1082,205,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1082,1070075,4013010101,1083,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1083,1070075,4013010101,1084,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1084,1070099,4013010101,1085,105,1.0,2.0,3.0,1.0,2.0,3.0,household,0.0,0.0
1085,1070100,4013010101,1086,103,1.0,2.0,5.0,1.0,2.0,5.0,household,0.0,0.0
1086,1070112,4013010101,1087,113,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1087,1070114,4013010101,1088,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1088,1070393,4013010101,1089,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1089,1070402,4013010101,1090,126,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1090,1070405,4013010101,1091,110,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1091,1070490,4013010101,1092,803,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1092,1070516,4013010101,1093,101,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1093,1070518,4013010101,1094,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1094,1070518,4013010101,1095,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1095,1070541,4013010101,1096,100,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1096,1070584,4013010101,1097,201,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1097,1070602,4013010101,1098,107,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1098,1070656,4013010101,1099,900,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1099,1070747,4013010101,1100,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1100,1070812,4013010101,1101,129,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1101,1070839,4013010101,1102,207,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1102,1071023,4013010101,1103,108,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1103,1071066,4013010101,1104,128,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1104,1071082,4013010101,1105,202,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1105,1071150,4013010101,1106,203,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1106,1071168,4013010101,1107,120,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1107,1071228,4013010101,1108,600,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1108,1071243,4013010101,1109,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1109,1071287,4013010101,1110,207,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1110,1071287,4013010101,1111,207,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1111,1071292,4013010101,1112,803,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1112,1071305,4013010101,1113,108,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
1113,1071323,4013010101,1114,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1114,1071351,4013010101,1115,900,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1115,1071417,4013010101,1116,803,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1116,1071464,4013010101,1117,102,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1117,1071465,4013010101,1118,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1118,1071471,4013010101,1119,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1119,1071510,4013010101,1120,400,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
1120,1071524,4013010101,1121,104,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1121,1071540,4013010101,1122,120,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1122,1071560,4013010101,1123,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1123,1071566,4013010101,1124,110,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1124,1071581,4013010101,1125,129,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1125,1071595,4013010101,1126,206,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1126,1071627,4013010101,1127,107,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1127,1071685,4013010101,1128,127,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1128,1071727,4013010101,1129,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1129,1071837,4013010101,1130,205,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1130,1071886,4013010101,1131,120,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1131,1071953,4013010101,1132,202,1.0,3.0,3.0,1.0,3.0,3.0,household,0.0,0.0
1132,1071987,4013010101,1133,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1133,1071990,4013010101,1134,132,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1134,1072062,4013010101,1135,101,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1135,1072068,4013010101,1136,104,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1136,1072159,4013010101,1137,134,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1137,1072169,4013010101,1138,112,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1138,1072177,4013010101,1139,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1139,1072343,4013010101,1140,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1140,1072437,4013010101,1141,206,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1141,1072521,4013010101,1142,807,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
1142,1072637,4013010101,1143,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1143,1072645,4013010101,1144,131,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1144,1072669,4013010101,1145,204,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1145,1072673,4013010101,1146,600,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1146,1072682,4013010101,1147,205,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1147,1072725,4013010101,1148,500,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1148,1072833,4013010101,1149,300,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1149,1072833,4013010101,1150,300,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1150,1072833,4013010101,1151,300,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1151,1072862,4013010101,1152,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1152,1072959,4013010101,1153,204,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1153,1073006,4013010101,1154,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1154,1073104,4013010101,1155,207,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1155,1073199,4013010101,1156,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1156,1073219,4013010101,1157,116,1.0,3.0,4.0,1.0,3.0,4.0,household,0.0,0.0
1157,1073251,4013010101,1158,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1158,1073416,4013010101,1159,700,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1159,1073453,4013010101,1160,118,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1160,1073513,4013010101,1161,127,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1161,1073526,4013010101,1162,129,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1162,1073606,4013010101,1163,700,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1163,1073641,4013010101,1164,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1164,1073641,4013010101,1165,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1165,1073662,4013010101,1166,109,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1166,1073738,4013010101,1167,208,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1167,1073757,4013010101,1168,202,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1168,1073777,4013010101,1169,109,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1169,1073947,4013010101,1170,126,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1170,1073998,4013010101,1171,600,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1171,1074000,4013010101,1172,600,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1172,1074051,4013010101,1173,108,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
1173,1074365,4013010101,1174,700,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1174,1074374,4013010101,1175,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1175,1074423,4013010101,1176,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1176,1074441,4013010101,1177,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1177,1074552,4013010101,1178,107,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1178,1074650,4013010101,1179,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1179,1074690,4013010101,1180,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1180,1074716,4013010101,1181,121,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1181,1074716,4013010101,1182,121,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
1182,1074720,4013010101,1183,105,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1183,1074761,4013010101,1184,600,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1184,1074799,4013010101,1185,118,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1185,1074818,4013010101,1186,126,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1186,1074859,4013010101,1187,133,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1187,1074891,4013010101,1188,700,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1188,1074969,4013010101,1189,500,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1189,1075010,4013010101,1190,206,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1190,1075010,4013010101,1191,206,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1191,1075233,4013010101,1192,110,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1192,1075487,4013010101,1193,117,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1193,1075506,4013010101,1194,117,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1194,1075526,4013010101,1195,107,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1195,1075538,4013010101,1196,110,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1196,1075546,4013010101,1197,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1197,1075573,4013010101,1198,133,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1198,1075608,4013010101,1199,500,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1199,1075619,4013010101,1200,209,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1200,1075626,4013010101,1201,108,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1201,1075830,4013010101,1202,202,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
1202,1075847,4013010101,1203,500,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
1203,1075867,4013010101,1204,202,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1204,1075943,4013010101,1205,105,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1205,1076105,4013010101,1206,102,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1206,1076177,4013010101,1207,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
