unique_person_id,hid,geo,unique_id_in_geo,pid,sample_geo,ptotals,empl,page,psex,rptotals,rempl,rpage,rpsex,entity
1843,1052984,4013010101,813,2,800,1,3,10,2,1,3,10,2,person
1844,1053112,4013010101,814,1,104,1,1,7,1,1,1,7,1,person
1845,1053112,4013010101,814,2,104,1,1,8,1,1,1,8,1,person
1846,1053112,4013010101,814,3,104,1,1,7,1,1,1,7,1,person
1847,1053112,4013010101,814,4,104,1,3,8,2,1,3,8,2,person
1848,1053252,4013010101,815,1,202,1,3,9,2,1,3,9,2,person
1849,1053252,4013010101,815,2,202,1,3,9,2,1,3,9,2,person
1850,1053368,4013010101,816,1,113,1,3,10,1,1,3,10,1,person
1851,1053368,4013010101,816,2,113,1,3,7,2,1,3,7,2,person
1852,1053382,4013010101,817,1,131,1,3,9,2,1,3,9,2,person
1853,1053382,4013010101,817,2,131,1,3,10,1,1,3,10,1,person
1854,1053391,4013010101,818,1,700,1,3,9,2,1,3,9,2,person
1855,1053391,4013010101,818,2,700,1,3,9,2,1,3,9,2,person
1856,1053490,4013010101,819,1,800,1,3,7,2,1,3,7,2,person
1857,1053541,4013010101,820,1,120,1,1,7,1,1,1,7,1,person
1858,1053541,4013010101,820,2,120,1,1,7,2,1,1,7,2,person
1859,1053573,4013010101,821,1,600,1,3,9,1,1,3,9,1,person
1860,1053573,4013010101,821,2,600,1,3,10,2,1,3,10,2,person
1861,1053764,4013010101,822,1,105,1,1,7,1,1,1,7,1,person
1862,1053764,4013010101,822,2,105,1,1,6,2,1,1,6,2,person
1863,1053764,4013010101,822,3,105,1,4,2,2,1,4,2,2,person
1864,1053764,4013010101,822,4,105,1,4,2,2,1,4,2,2,person
1865,1054001,4013010101,823,1,600,1,3,10,1,1,3,10,1,person
1866,1054001,4013010101,823,2,600,1,3,10,2,1,3,10,2,person
1867,1054107,4013010101,824,1,400,1,3,10,1,1,3,10,1,person
1868,1054107,4013010101,824,2,400,1,3,10,2,1,3,10,2,person
1869,1054155,4013010101,825,1,117,1,1,7,2,1,1,7,2,person
1870,1054159,4013010101,826,1,117,1,1,9,1,1,1,9,1,person
1871,1054214,4013010101,827,1,114,1,1,9,1,1,1,9,1,person
1872,1054214,4013010101,827,2,114,1,1,4,1,1,1,4,1,person
1873,1054214,4013010101,827,3,114,1,3,3,1,1,3,3,1,person
1874,1054214,4013010101,827,4,114,1,1,8,2,1,1,8,2,person
1875,1054245,4013010101,828,1,133,1,1,8,1,1,1,8,1,person
1876,1054245,4013010101,828,2,133,1,1,8,2,1,1,8,2,person
1877,1054351,4013010101,829,1,127,1,1,8,1,1,1,8,1,person
1878,1054351,4013010101,829,2,127,1,1,8,2,1,1,8,2,person
1879,1054482,4013010101,830,1,126,1,1,7,2,1,1,7,2,person
1880,1054482,4013010101,830,2,126,1,1,8,1,1,1,8,1,person
1881,1054511,4013010101,831,1,116,1,3,7,2,1,3,7,2,person
1882,1054511,4013010101,831,2,116,1,3,4,2,1,3,4,2,person
1883,1054544,4013010101,832,1,109,1,1,9,1,1,1,9,1,person
1884,1054623,4013010101,833,1,800,1,3,8,2,1,3,8,2,person
1885,1054623,4013010101,833,2,800,1,3,8,1,1,3,8,1,person
1886,1054670,4013010101,834,1,202,1,3,9,1,1,3,9,1,person
1887,1054670,4013010101,834,2,202,1,3,8,2,1,3,8,2,person
1888,1054758,4013010101,835,1,126,1,3,10,1,1,3,10,1,person
1889,1054758,4013010101,835,2,126,1,3,10,2,1,3,10,2,person
1890,1054799,4013010101,836,1,500,1,3,10,1,1,3,10,1,person
1891,1054799,4013010101,836,2,500,1,1,9,2,1,1,9,2,person
1892,1054857,4013010101,837,1,118,1,3,10,1,1,3,10,1,person
1893,1054857,4013010101,837,2,118,1,3,10,1,1,3,10,1,person
1894,1054857,4013010101,837,3,118,1,3,10,1,1,3,10,1,person
1895,1054857,4013010101,837,4,118,1,3,10,1,1,3,10,1,person
1896,1054857,4013010101,837,5,118,1,3,10,1,1,3,10,1,person
1897,1054857,4013010101,837,6,118,1,3,8,1,1,3,8,1,person
1898,1054857,4013010101,838,1,118,1,3,10,1,1,3,10,1,person
1899,1054857,4013010101,838,2,118,1,3,10,1,1,3,10,1,person
1900,1054857,4013010101,838,3,118,1,3,10,1,1,3,10,1,person
1901,1054857,4013010101,838,4,118,1,3,10,1,1,3,10,1,person
1902,1054857,4013010101,838,5,118,1,3,10,1,1,3,10,1,person
1903,1054857,4013010101,838,6,118,1,3,8,1,1,3,8,1,person
1904,1054925,4013010101,839,1,106,1,3,9,1,1,3,9,1,person
1905,1055109,4013010101,840,1,206,1,1,5,1,1,1,5,1,person
1906,1055109,4013010101,840,2,206,1,1,5,1,1,1,5,1,person
1907,1055159,4013010101,841,1,202,1,3,8,1,1,3,8,1,person
1908,1055159,4013010101,841,2,202,1,1,7,2,1,1,7,2,person
1909,1055258,4013010101,842,1,104,1,3,5,2,1,3,5,2,person
1910,1055258,4013010101,842,2,104,1,1,7,1,1,1,7,1,person
1911,1055258,4013010101,842,3,104,1,4,2,1,1,4,2,1,person
1912,1055258,4013010101,842,4,104,1,4,1,1,1,4,1,1,person
1913,1055258,4013010101,842,5,104,1,3,4,1,1,3,4,1,person
1914,1055279,4013010101,843,1,100,1,1,6,1,1,1,6,1,person
1915,1055279,4013010101,843,2,100,1,1,7,2,1,1,7,2,person
1916,1055324,4013010101,844,1,106,1,3,10,1,1,3,10,1,person
1917,1055324,4013010101,844,2,106,1,3,10,2,1,3,10,2,person
1918,1055324,4013010101,844,3,106,1,3,7,1,1,3,7,1,person
1919,1055359,4013010101,845,1,116,1,3,10,1,1,3,10,1,person
1920,1055359,4013010101,845,2,116,1,3,10,2,1,3,10,2,person
1921,1055391,4013010101,846,1,500,1,3,6,2,1,3,6,2,person
1922,1055391,4013010101,846,2,500,1,4,1,2,1,4,1,2,person
1923,1055391,4013010101,846,3,500,1,4,1,2,1,4,1,2,person
1924,1055391,4013010101,846,4,500,1,4,1,1,1,4,1,1,person
1925,1055400,4013010101,847,1,208,1,3,9,1,1,3,9,1,person
1926,1055400,4013010101,847,2,208,1,3,9,1,1,3,9,1,person
1927,1055443,4013010101,848,1,700,1,3,10,2,1,3,10,2,person
1928,1055443,4013010101,848,2,700,1,3,10,2,1,3,10,2,person
1929,1055443,4013010101,849,1,700,1,3,10,2,1,3,10,2,person
1930,1055443,4013010101,849,2,700,1,3,10,2,1,3,10,2,person
1931,1055443,4013010101,850,1,700,1,3,10,2,1,3,10,2,person
1932,1055443,4013010101,850,2,700,1,3,10,2,1,3,10,2,person
1933,1055481,4013010101,851,1,204,1,3,8,2,1,3,8,2,person
1934,1055481,4013010101,851,2,204,1,1,9,1,1,1,9,1,person
1935,1055485,4013010101,852,1,116,1,3,10,1,1,3,10,1,person
1936,1055560,4013010101,853,1,110,1,1,7,2,1,1,7,2,person
1937,1055560,4013010101,853,2,110,1,1,7,1,1,1,7,1,person
1938,1056083,4013010101,854,1,500,1,3,10,2,1,3,10,2,person
1939,1056084,4013010101,855,1,700,1,3,9,1,1,3,9,1,person
1940,1056084,4013010101,855,2,700,1,3,9,2,1,3,9,2,person
1941,1056166,4013010101,856,1,107,1,1,6,1,1,1,6,1,person
1942,1056166,4013010101,856,2,107,1,1,6,2,1,1,6,2,person
1943,1056166,4013010101,856,3,107,1,4,2,2,1,4,2,2,person
1944,1056283,4013010101,857,1,133,1,1,7,1,1,1,7,1,person
1945,1056283,4013010101,857,2,133,1,3,7,2,1,3,7,2,person
1946,1056311,4013010101,858,1,201,1,3,9,2,1,3,9,2,person
1947,1056378,4013010101,859,1,203,1,3,8,2,1,3,8,2,person
1948,1056378,4013010101,859,2,203,1,3,6,1,1,3,6,1,person
1949,1056401,4013010101,860,1,134,1,1,9,1,1,1,9,1,person
1950,1056401,4013010101,860,2,134,1,3,9,2,1,3,9,2,person
1951,1056401,4013010101,860,3,134,1,3,9,2,1,3,9,2,person
1952,1056437,4013010101,861,1,120,1,3,7,2,1,3,7,2,person
1953,1056437,4013010101,861,2,120,1,3,8,1,1,3,8,1,person
1954,1056452,4013010101,862,1,116,1,3,10,1,1,3,10,1,person
1955,1056452,4013010101,862,2,116,1,1,9,2,1,1,9,2,person
1956,1056557,4013010101,863,1,117,1,1,9,1,1,1,9,1,person
1957,1056557,4013010101,863,2,117,1,2,9,2,1,2,9,2,person
1958,1056612,4013010101,864,1,202,1,3,9,1,1,3,9,1,person
1959,1056664,4013010101,865,1,105,1,1,7,1,1,1,7,1,person
1960,1056664,4013010101,865,2,105,1,1,6,2,1,1,6,2,person
1961,1056664,4013010101,865,3,105,1,4,2,1,1,4,2,1,person
1962,1056664,4013010101,865,4,105,1,4,1,1,1,4,1,1,person
1963,1056781,4013010101,866,1,128,1,1,7,2,1,1,7,2,person
1964,1056781,4013010101,866,2,128,1,1,7,2,1,1,7,2,person
1965,1056833,4013010101,867,1,103,1,1,7,2,1,1,7,2,person
1966,1056833,4013010101,867,2,103,1,3,7,1,1,3,7,1,person
1967,1056881,4013010101,868,1,805,1,3,9,2,1,3,9,2,person
1968,1056881,4013010101,868,2,805,1,3,9,1,1,3,9,1,person
1969,1056904,4013010101,869,1,119,1,3,8,2,1,3,8,2,person
1970,1056904,4013010101,869,2,119,1,1,8,2,1,1,8,2,person
1971,1056968,4013010101,870,1,204,1,3,6,2,1,3,6,2,person
1972,1056968,4013010101,870,2,204,1,1,6,1,1,1,6,1,person
1973,1056968,4013010101,870,3,204,1,4,2,1,1,4,2,1,person
1974,1056968,4013010101,870,4,204,1,4,1,1,1,4,1,1,person
1975,1057073,4013010101,871,1,131,1,3,9,1,1,3,9,1,person
1976,1057073,4013010101,871,2,131,1,3,8,2,1,3,8,2,person
1977,1057109,4013010101,872,1,109,1,3,3,1,1,3,3,1,person
1978,1057109,4013010101,872,2,109,1,3,3,1,1,3,3,1,person
1979,1057109,4013010101,872,3,109,1,3,3,1,1,3,3,1,person
1980,1057109,4013010101,873,1,109,1,3,3,1,1,3,3,1,person
1981,1057109,4013010101,873,2,109,1,3,3,1,1,3,3,1,person
1982,1057109,4013010101,873,3,109,1,3,3,1,1,3,3,1,person
1983,1057109,4013010101,874,1,109,1,3,3,1,1,3,3,1,person
1984,1057109,4013010101,874,2,109,1,3,3,1,1,3,3,1,person
1985,1057109,4013010101,874,3,109,1,3,3,1,1,3,3,1,person
1986,1057192,4013010101,875,1,113,1,3,9,1,1,3,9,1,person
1987,1057192,4013010101,875,2,113,1,3,10,2,1,3,10,2,person
1988,1057274,4013010101,876,1,134,1,3,8,2,1,3,8,2,person
1989,1057274,4013010101,876,2,134,1,1,9,1,1,1,9,1,person
1990,1057349,4013010101,877,1,120,1,1,7,1,1,1,7,1,person
1991,1057349,4013010101,877,2,120,1,1,7,2,1,1,7,2,person
1992,1057349,4013010101,877,3,120,1,1,4,1,1,1,4,1,person
1993,1057349,4013010101,877,4,120,1,1,4,1,1,1,4,1,person
1994,1057543,4013010101,878,1,125,1,3,10,1,1,3,10,1,person
1995,1057543,4013010101,878,2,125,1,3,10,2,1,3,10,2,person
1996,1057546,4013010101,879,1,126,1,3,10,2,1,3,10,2,person
1997,1057558,4013010101,880,1,102,1,3,7,1,1,3,7,1,person
1998,1057621,4013010101,881,1,128,1,3,9,2,1,3,9,2,person
1999,1057621,4013010101,881,2,128,1,1,9,1,1,1,9,1,person
2000,1057775,4013010101,882,1,103,1,3,9,1,1,3,9,1,person
2001,1057775,4013010101,882,2,103,1,3,9,2,1,3,9,2,person
2002,1057796,4013010101,883,1,127,1,3,10,1,1,3,10,1,person
2003,1057796,4013010101,883,2,127,1,3,9,2,1,3,9,2,person
2004,1057909,4013010101,884,1,204,1,3,9,1,1,3,9,1,person
2005,1057909,4013010101,884,2,204,1,3,10,2,1,3,10,2,person
2006,1057916,4013010101,885,1,203,1,1,7,1,1,1,7,1,person
2007,1057916,4013010101,885,2,203,1,3,6,2,1,3,6,2,person
2008,1057916,4013010101,885,3,203,1,3,3,1,1,3,3,1,person
2009,1057916,4013010101,885,4,203,1,3,3,1,1,3,3,1,person
2010,1057916,4013010101,885,5,203,1,4,2,1,1,4,2,1,person
2011,1057916,4013010101,885,6,203,1,4,2,1,1,4,2,1,person
2012,1058069,4013010101,886,1,115,1,1,5,1,1,1,5,1,person
2013,1058069,4013010101,886,2,115,1,1,5,1,1,1,5,1,person
2014,1058138,4013010101,887,1,700,1,1,6,1,1,1,6,1,person
2015,1058138,4013010101,887,2,700,1,1,5,2,1,1,5,2,person
2016,1058138,4013010101,887,3,700,1,4,1,1,1,4,1,1,person
2017,1058164,4013010101,888,1,203,1,3,9,2,1,3,9,2,person
2018,1058164,4013010101,888,2,203,1,3,9,1,1,3,9,1,person
2019,1058316,4013010101,889,1,800,1,3,10,1,1,3,10,1,person
2020,1058316,4013010101,889,2,800,1,3,9,2,1,3,9,2,person
2021,1058463,4013010101,890,1,121,1,3,5,1,1,3,5,1,person
2022,1058463,4013010101,890,2,121,1,4,2,2,1,4,2,2,person
2023,1058468,4013010101,891,1,107,1,1,6,1,1,1,6,1,person
2024,1058478,4013010101,892,1,132,1,1,9,1,1,1,9,1,person
2025,1058478,4013010101,892,2,132,1,3,9,2,1,3,9,2,person
2026,1058478,4013010101,893,1,132,1,1,9,1,1,1,9,1,person
2027,1058478,4013010101,893,2,132,1,3,9,2,1,3,9,2,person
2028,1058627,4013010101,894,1,807,1,3,9,2,1,3,9,2,person
2029,1058627,4013010101,894,2,807,1,3,5,1,1,3,5,1,person
2030,1058659,4013010101,895,1,112,1,1,6,1,1,1,6,1,person
2031,1058659,4013010101,895,2,112,1,1,6,2,1,1,6,2,person
2032,1058659,4013010101,895,3,112,1,3,3,1,1,3,3,1,person
2033,1058659,4013010101,895,4,112,1,4,2,2,1,4,2,2,person
2034,1058687,4013010101,896,1,119,1,3,9,2,1,3,9,2,person
2035,1058687,4013010101,896,2,119,1,3,10,1,1,3,10,1,person
2036,1058687,4013010101,897,1,119,1,3,9,2,1,3,9,2,person
2037,1058687,4013010101,897,2,119,1,3,10,1,1,3,10,1,person
2038,1058820,4013010101,898,1,500,1,1,5,2,1,1,5,2,person
2039,1058820,4013010101,898,2,500,1,4,1,2,1,4,1,2,person
2040,1058820,4013010101,898,3,500,1,4,1,2,1,4,1,2,person
2041,1058820,4013010101,898,4,500,1,4,1,1,1,4,1,1,person
2042,1058820,4013010101,898,5,500,1,3,7,2,1,3,7,2,person
2043,1058935,4013010101,899,1,107,1,3,10,2,1,3,10,2,person
2044,1058935,4013010101,899,2,107,1,3,7,1,1,3,7,1,person
2045,1058970,4013010101,900,1,300,1,3,9,1,1,3,9,1,person
2046,1058970,4013010101,900,2,300,1,2,9,1,1,2,9,1,person
2047,1058982,4013010101,901,1,101,1,3,10,1,1,3,10,1,person
2048,1058982,4013010101,901,2,101,1,3,10,2,1,3,10,2,person
2049,1059184,4013010101,902,1,102,1,3,10,1,1,3,10,1,person
2050,1059184,4013010101,902,2,102,1,3,10,2,1,3,10,2,person
2051,1059184,4013010101,902,3,102,1,1,8,2,1,1,8,2,person
2052,1059184,4013010101,903,1,102,1,3,10,1,1,3,10,1,person
2053,1059184,4013010101,903,2,102,1,3,10,2,1,3,10,2,person
2054,1059184,4013010101,903,3,102,1,1,8,2,1,1,8,2,person
2055,1059227,4013010101,904,1,400,1,1,4,1,1,1,4,1,person
2056,1059227,4013010101,904,2,400,1,3,4,1,1,3,4,1,person
2057,1059227,4013010101,904,3,400,1,3,4,1,1,3,4,1,person
2058,1059227,4013010101,904,4,400,1,1,4,1,1,1,4,1,person
2059,1059227,4013010101,904,5,400,1,1,4,1,1,1,4,1,person
2060,1059227,4013010101,904,6,400,1,1,4,1,1,1,4,1,person
2061,1059259,4013010101,905,1,700,1,1,6,2,1,1,6,2,person
2062,1059259,4013010101,905,2,700,1,1,7,1,1,1,7,1,person
2063,1059259,4013010101,905,3,700,1,4,2,2,1,4,2,2,person
2064,1059259,4013010101,905,4,700,1,4,2,2,1,4,2,2,person
2065,1059259,4013010101,905,5,700,1,4,1,2,1,4,1,2,person
2066,1059275,4013010101,906,1,130,1,3,10,1,1,3,10,1,person
2067,1059275,4013010101,906,2,130,1,3,10,2,1,3,10,2,person
2068,1059289,4013010101,907,1,209,1,3,10,1,1,3,10,1,person
2069,1059289,4013010101,907,2,209,1,3,10,2,1,3,10,2,person
2070,1059455,4013010101,908,1,500,1,1,9,1,1,1,9,1,person
2071,1059455,4013010101,908,2,500,1,3,9,2,1,3,9,2,person
2072,1059490,4013010101,909,1,109,1,3,3,1,1,3,3,1,person
2073,1059490,4013010101,909,2,109,1,3,3,1,1,3,3,1,person
2074,1059527,4013010101,910,1,600,1,1,9,1,1,1,9,1,person
2075,1059527,4013010101,910,2,600,1,1,9,2,1,1,9,2,person
2076,1059613,4013010101,911,1,203,1,3,10,1,1,3,10,1,person
2077,1059613,4013010101,911,2,203,1,3,10,2,1,3,10,2,person
2078,1059629,4013010101,912,1,126,1,1,5,1,1,1,5,1,person
2079,1059715,4013010101,913,1,500,1,1,9,1,1,1,9,1,person
2080,1059715,4013010101,913,2,500,1,3,8,2,1,3,8,2,person
2081,1059755,4013010101,914,1,105,1,1,7,1,1,1,7,1,person
2082,1059755,4013010101,914,2,105,1,1,8,2,1,1,8,2,person
2083,1059822,4013010101,915,1,600,1,1,6,1,1,1,6,1,person
2084,1059822,4013010101,915,2,600,1,1,6,1,1,1,6,1,person
2085,1059825,4013010101,916,1,204,1,1,6,2,1,1,6,2,person
2086,1059825,4013010101,916,2,204,1,1,8,1,1,1,8,1,person
2087,1059825,4013010101,916,3,204,1,4,1,1,1,4,1,1,person
2088,1059825,4013010101,916,4,204,1,4,1,2,1,4,1,2,person
2089,1059825,4013010101,916,5,204,1,4,1,2,1,4,1,2,person
2090,1059872,4013010101,917,1,109,1,1,8,2,1,1,8,2,person
2091,1059872,4013010101,917,2,109,1,1,8,2,1,1,8,2,person
2092,1059897,4013010101,918,1,108,1,3,9,2,1,3,9,2,person
2093,1059897,4013010101,918,2,108,1,1,9,1,1,1,9,1,person
2094,1060004,4013010101,919,1,204,1,3,9,1,1,3,9,1,person
2095,1060004,4013010101,919,2,204,1,3,7,2,1,3,7,2,person
2096,1060004,4013010101,919,3,204,1,3,10,2,1,3,10,2,person
2097,1060012,4013010101,920,1,108,1,1,6,2,1,1,6,2,person
2098,1060012,4013010101,920,2,108,1,4,2,2,1,4,2,2,person
2099,1060065,4013010101,921,1,600,1,1,6,1,1,1,6,1,person
2100,1060121,4013010101,922,1,300,1,3,7,2,1,3,7,2,person
2101,1060121,4013010101,922,2,300,1,3,3,2,1,3,3,2,person
2102,1060121,4013010101,922,3,300,1,4,2,2,1,4,2,2,person
2103,1060121,4013010101,922,4,300,1,4,2,2,1,4,2,2,person
2104,1060121,4013010101,922,5,300,1,3,10,2,1,3,10,2,person
2105,1060193,4013010101,923,1,134,1,1,7,1,1,1,7,1,person
2106,1060193,4013010101,923,2,134,1,1,7,2,1,1,7,2,person
2107,1060389,4013010101,924,1,116,1,1,7,1,1,1,7,1,person
2108,1060389,4013010101,924,2,116,1,1,7,1,1,1,7,1,person
2109,1060394,4013010101,925,1,107,1,1,9,2,1,1,9,2,person
2110,1060394,4013010101,925,2,107,1,3,9,1,1,3,9,1,person
2111,1060422,4013010101,926,1,104,1,1,7,2,1,1,7,2,person
2112,1060422,4013010101,926,2,104,1,1,7,1,1,1,7,1,person
2113,1060480,4013010101,927,1,805,1,3,9,1,1,3,9,1,person
2114,1060480,4013010101,927,2,805,1,3,9,2,1,3,9,2,person
2115,1060486,4013010101,928,1,807,1,3,10,2,1,3,10,2,person
2116,1060486,4013010101,928,2,807,1,3,10,1,1,3,10,1,person
2117,1060603,4013010101,929,1,131,1,3,8,2,1,3,8,2,person
2118,1060613,4013010101,930,1,807,1,3,7,2,1,3,7,2,person
2119,1060613,4013010101,930,2,807,1,1,7,1,1,1,7,1,person
2120,1060632,4013010101,931,1,807,1,3,8,1,1,3,8,1,person
2121,1060632,4013010101,931,2,807,1,1,8,2,1,1,8,2,person
2122,1060841,4013010101,932,1,700,1,3,9,1,1,3,9,1,person
2123,1060841,4013010101,932,2,700,1,3,8,2,1,3,8,2,person
2124,1060877,4013010101,933,1,101,1,1,6,1,1,1,6,1,person
2125,1060877,4013010101,933,2,101,1,1,6,1,1,1,6,1,person
2126,1060897,4013010101,934,1,132,1,1,5,2,1,1,5,2,person
2127,1060897,4013010101,934,2,132,1,4,1,1,1,4,1,1,person
2128,1060897,4013010101,934,3,132,1,4,1,1,1,4,1,1,person
2129,1060897,4013010101,934,4,132,1,3,5,2,1,3,5,2,person
2130,1060972,4013010101,935,1,805,1,3,10,1,1,3,10,1,person
2131,1060972,4013010101,935,2,805,1,3,10,2,1,3,10,2,person
2132,1061008,4013010101,936,1,116,1,3,9,2,1,3,9,2,person
2133,1061008,4013010101,936,2,116,1,1,9,1,1,1,9,1,person
2134,1061009,4013010101,937,1,803,1,3,10,1,1,3,10,1,person
2135,1061255,4013010101,938,1,114,1,3,10,2,1,3,10,2,person
2136,1061255,4013010101,938,2,114,1,3,6,1,1,3,6,1,person
2137,1061287,4013010101,939,1,205,1,3,10,1,1,3,10,1,person
2138,1061287,4013010101,939,2,205,1,3,10,2,1,3,10,2,person
2139,1061309,4013010101,940,1,131,1,1,7,2,1,1,7,2,person
2140,1061309,4013010101,940,2,131,1,1,8,1,1,1,8,1,person
2141,1061309,4013010101,940,3,131,1,1,4,1,1,1,4,1,person
2142,1061547,4013010101,941,1,202,1,1,5,2,1,1,5,2,person
2143,1061547,4013010101,941,2,202,1,1,5,2,1,1,5,2,person
2144,1061593,4013010101,942,1,130,1,1,8,1,1,1,8,1,person
2145,1061593,4013010101,942,2,130,1,3,9,2,1,3,9,2,person
2146,1061664,4013010101,943,1,201,1,3,10,2,1,3,10,2,person
2147,1061664,4013010101,943,2,201,1,3,9,1,1,3,9,1,person
2148,1061685,4013010101,944,1,131,1,3,9,2,1,3,9,2,person
2149,1061685,4013010101,944,2,131,1,3,9,1,1,3,9,1,person
2150,1061724,4013010101,945,1,206,1,3,9,2,1,3,9,2,person
2151,1061928,4013010101,946,1,105,1,1,7,2,1,1,7,2,person
2152,1061928,4013010101,946,2,105,1,1,7,1,1,1,7,1,person
2153,1061928,4013010101,946,3,105,1,3,4,1,1,3,4,1,person
2154,1061928,4013010101,946,4,105,1,3,3,2,1,3,3,2,person
2155,1061939,4013010101,947,1,120,1,1,7,2,1,1,7,2,person
2156,1061939,4013010101,947,2,120,1,3,8,1,1,3,8,1,person
2157,1062069,4013010101,948,1,124,1,3,9,2,1,3,9,2,person
2158,1062196,4013010101,949,1,108,1,1,9,2,1,1,9,2,person
2159,1062196,4013010101,949,2,108,1,3,8,1,1,3,8,1,person
2160,1062208,4013010101,950,1,126,1,1,9,2,1,1,9,2,person
2161,1062208,4013010101,950,2,126,1,1,9,1,1,1,9,1,person
2162,1062221,4013010101,951,1,206,1,1,8,2,1,1,8,2,person
2163,1062221,4013010101,951,2,206,1,1,8,2,1,1,8,2,person
2164,1062337,4013010101,952,1,124,1,1,8,1,1,1,8,1,person
2165,1062337,4013010101,952,2,124,1,3,3,2,1,3,3,2,person
2166,1062341,4013010101,953,1,117,1,1,5,2,1,1,5,2,person
2167,1062341,4013010101,953,2,117,1,4,1,2,1,4,1,2,person
2168,1062341,4013010101,953,3,117,1,1,4,2,1,1,4,2,person
2169,1062341,4013010101,953,4,117,1,1,5,2,1,1,5,2,person
2170,1062386,4013010101,954,1,134,1,3,10,1,1,3,10,1,person
2171,1062386,4013010101,954,2,134,1,3,10,2,1,3,10,2,person
2172,1062531,4013010101,955,1,102,1,1,7,2,1,1,7,2,person
2173,1062531,4013010101,955,2,102,1,1,7,1,1,1,7,1,person
2174,1062531,4013010101,955,3,102,1,1,4,1,1,1,4,1,person
2175,1062602,4013010101,956,1,204,1,1,9,1,1,1,9,1,person
2176,1062602,4013010101,956,2,204,1,1,8,2,1,1,8,2,person
2177,1062767,4013010101,957,1,500,1,1,9,1,1,1,9,1,person
2178,1062767,4013010101,957,2,500,1,3,8,2,1,3,8,2,person
2179,1062785,4013010101,958,1,206,1,1,8,1,1,1,8,1,person
2180,1062785,4013010101,958,2,206,1,1,8,2,1,1,8,2,person
2181,1062841,4013010101,959,1,202,1,3,10,2,1,3,10,2,person
2182,1062929,4013010101,960,1,205,1,1,6,1,1,1,6,1,person
2183,1062929,4013010101,960,2,205,1,1,5,2,1,1,5,2,person
2184,1062929,4013010101,960,3,205,1,4,1,1,1,4,1,1,person
2185,1062929,4013010101,960,4,205,1,4,1,2,1,4,1,2,person
2186,1062932,4013010101,961,1,900,1,1,8,2,1,1,8,2,person
2187,1062932,4013010101,961,2,900,1,1,8,1,1,1,8,1,person
2188,1062954,4013010101,962,1,101,1,1,10,1,1,1,10,1,person
2189,1062954,4013010101,962,2,101,1,3,10,2,1,3,10,2,person
2190,1062982,4013010101,963,1,109,1,3,3,1,1,3,3,1,person
2191,1062982,4013010101,963,2,109,1,3,3,1,1,3,3,1,person
2192,1063051,4013010101,964,1,127,1,1,8,2,1,1,8,2,person
2193,1063051,4013010101,964,2,127,1,3,3,2,1,3,3,2,person
2194,1063116,4013010101,965,1,204,1,3,9,2,1,3,9,2,person
2195,1063116,4013010101,965,2,204,1,3,9,2,1,3,9,2,person
2196,1063209,4013010101,966,1,203,1,1,9,1,1,1,9,1,person
2197,1063209,4013010101,966,2,203,1,3,9,2,1,3,9,2,person
2198,1063240,4013010101,967,1,203,1,3,8,2,1,3,8,2,person
2199,1063240,4013010101,967,2,203,1,1,8,1,1,1,8,1,person
2200,1063420,4013010101,968,1,108,1,1,9,1,1,1,9,1,person
2201,1063420,4013010101,968,2,108,1,3,9,2,1,3,9,2,person
2202,1063493,4013010101,969,1,206,1,1,6,2,1,1,6,2,person
2203,1063497,4013010101,970,1,800,1,3,10,1,1,3,10,1,person
2204,1063497,4013010101,970,2,800,1,3,10,2,1,3,10,2,person
2205,1063514,4013010101,971,1,114,1,1,6,1,1,1,6,1,person
2206,1063514,4013010101,971,2,114,1,3,6,2,1,3,6,2,person
2207,1063514,4013010101,971,3,114,1,4,2,2,1,4,2,2,person
2208,1063514,4013010101,971,4,114,1,4,2,2,1,4,2,2,person
2209,1063518,4013010101,972,1,129,1,1,8,1,1,1,8,1,person
2210,1063518,4013010101,972,2,129,1,1,7,2,1,1,7,2,person
2211,1063550,4013010101,973,1,803,1,3,6,2,1,3,6,2,person
2212,1063550,4013010101,973,2,803,1,1,6,1,1,1,6,1,person
2213,1063550,4013010101,973,3,803,1,1,6,1,1,1,6,1,person
2214,1063629,4013010101,974,1,800,1,3,9,2,1,3,9,2,person
2215,1063629,4013010101,974,2,800,1,3,10,1,1,3,10,1,person
2216,1063629,4013010101,974,3,800,1,1,7,1,1,1,7,1,person
2217,1063629,4013010101,974,4,800,1,3,8,2,1,3,8,2,person
2218,1063712,4013010101,975,1,600,1,3,10,1,1,3,10,1,person
2219,1063712,4013010101,975,2,600,1,3,10,2,1,3,10,2,person
2220,1063758,4013010101,976,1,500,1,1,9,2,1,1,9,2,person
2221,1063758,4013010101,976,2,500,1,1,9,2,1,1,9,2,person
2222,1063758,4013010101,977,1,500,1,1,9,2,1,1,9,2,person
2223,1063758,4013010101,977,2,500,1,1,9,2,1,1,9,2,person
2224,1063825,4013010101,978,1,204,1,3,9,1,1,3,9,1,person
2225,1063825,4013010101,978,2,204,1,3,9,2,1,3,9,2,person
2226,1063850,4013010101,979,1,131,1,3,9,1,1,3,9,1,person
2227,1063850,4013010101,979,2,131,1,1,9,2,1,1,9,2,person
2228,1063856,4013010101,980,1,112,1,3,8,2,1,3,8,2,person
2229,1063856,4013010101,980,2,112,1,1,8,1,1,1,8,1,person
